"Month";"car_manufacturer_name";"car_modification";"year_start";"year_end";"parts_on_sale";"newly_listed_parts";"sold_in_30_days";"sold_in_60_days";"sold_parts";"unique_monthly_cookies"
2021-09-01;"car_manufacturer_96";"car_modification_2286";"2013";"";0;0;0;0;0;0
2021-10-01;"car_manufacturer_96";"car_modification_2286";"2013";"";1;1;0;0;0;21
2021-11-01;"car_manufacturer_96";"car_modification_2286";"2013";"";1;0;0;0;0;26
2021-12-01;"car_manufacturer_96";"car_modification_2286";"2013";"";1;0;0;0;0;2
2022-01-01;"car_manufacturer_96";"car_modification_2286";"2013";"";1;0;0;0;0;6
2022-02-01;"car_manufacturer_96";"car_modification_2286";"2013";"";1;0;0;0;0;2
2021-05-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";9;0;0;0;0;10
2021-06-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";9;0;0;0;0;6
2021-07-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";9;0;0;0;0;9
2021-08-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";10;1;0;0;0;7
2021-09-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";22;12;0;0;0;7
2021-10-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";22;0;0;0;0;6
2021-11-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";22;0;0;0;0;2
2021-12-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";21;0;0;0;0;2
2022-01-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";24;3;0;0;0;10
2022-02-01;"car_manufacturer_97";"car_modification_2287";"1989";"1998";24;0;0;0;0;1
2021-05-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";5;5;0;0;0;30
2021-06-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";5;0;0;0;0;18
2021-07-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";6;1;0;0;0;21
2021-08-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";7;1;0;0;0;28
2021-09-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";9;2;0;0;0;28
2021-10-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";9;1;0;0;0;31
2021-11-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";14;5;0;0;1;30
2021-12-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";12;0;0;0;0;6
2022-01-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";14;2;0;0;0;15
2022-02-01;"car_manufacturer_97";"car_modification_2288";"1989";"2000";40;27;0;0;0;13
2021-05-01;"car_manufacturer_97";"car_modification_2289";"";"";6510;52;0;0;2;59
2021-06-01;"car_manufacturer_97";"car_modification_2289";"";"";6189;44;0;0;3;46
2021-07-01;"car_manufacturer_97";"car_modification_2289";"";"";6235;61;0;0;0;39
2021-08-01;"car_manufacturer_97";"car_modification_2289";"";"";6278;67;0;0;3;50
2021-09-01;"car_manufacturer_97";"car_modification_2289";"";"";6445;175;0;1;1;41
2021-10-01;"car_manufacturer_97";"car_modification_2289";"";"";6517;87;0;0;7;67
2021-11-01;"car_manufacturer_97";"car_modification_2289";"";"";6585;98;0;0;7;51
2021-12-01;"car_manufacturer_97";"car_modification_2289";"";"";6601;36;0;0;2;44
2022-01-01;"car_manufacturer_97";"car_modification_2289";"";"";6652;68;0;0;6;51
2022-02-01;"car_manufacturer_97";"car_modification_2289";"";"";6745;106;0;0;8;51
2021-05-01;"car_manufacturer_97";"car_modification_2290";"";"";1581;39;0;0;5;81
2021-06-01;"car_manufacturer_97";"car_modification_2290";"";"";1484;30;0;0;3;105
2021-07-01;"car_manufacturer_97";"car_modification_2290";"";"";1503;30;0;0;3;71
2021-08-01;"car_manufacturer_97";"car_modification_2290";"";"";1572;78;2;3;7;54
2021-09-01;"car_manufacturer_97";"car_modification_2290";"";"";1673;115;1;1;7;74
2021-10-01;"car_manufacturer_97";"car_modification_2290";"";"";1721;66;0;1;3;90
2021-11-01;"car_manufacturer_97";"car_modification_2290";"";"";1742;40;1;2;4;117
2021-12-01;"car_manufacturer_97";"car_modification_2290";"";"";1770;51;1;1;7;46
2022-01-01;"car_manufacturer_97";"car_modification_2290";"";"";1763;13;0;0;8;84
2022-02-01;"car_manufacturer_97";"car_modification_2290";"";"";1811;71;3;4;16;82
2021-05-01;"car_manufacturer_97";"car_modification_2291";"";"";3850;22;0;0;4;60
2021-06-01;"car_manufacturer_97";"car_modification_2291";"";"";3797;34;0;0;1;56
2021-07-01;"car_manufacturer_97";"car_modification_2291";"";"";3872;89;0;0;4;46
2021-08-01;"car_manufacturer_97";"car_modification_2291";"";"";3928;69;1;1;4;28
2021-09-01;"car_manufacturer_97";"car_modification_2291";"";"";4030;111;1;1;2;52
2021-10-01;"car_manufacturer_97";"car_modification_2291";"";"";4076;56;0;0;1;53
2021-11-01;"car_manufacturer_97";"car_modification_2291";"";"";4196;128;0;0;2;65
2021-12-01;"car_manufacturer_97";"car_modification_2291";"";"";4241;50;0;0;5;43
2022-01-01;"car_manufacturer_97";"car_modification_2291";"";"";4296;72;1;1;9;35
2022-02-01;"car_manufacturer_97";"car_modification_2291";"";"";4437;158;0;0;2;24
2021-05-01;"car_manufacturer_97";"car_modification_2292";"";"";1835;82;0;2;3;116
2021-06-01;"car_manufacturer_97";"car_modification_2292";"";"";1647;33;1;1;5;109
2021-07-01;"car_manufacturer_97";"car_modification_2292";"";"";1706;70;0;0;2;125
2021-08-01;"car_manufacturer_97";"car_modification_2292";"";"";1708;10;1;1;11;117
2021-09-01;"car_manufacturer_97";"car_modification_2292";"";"";1866;174;0;0;9;120
2021-10-01;"car_manufacturer_97";"car_modification_2292";"";"";1967;116;0;1;5;117
2021-11-01;"car_manufacturer_97";"car_modification_2292";"";"";1991;36;0;1;3;134
2021-12-01;"car_manufacturer_97";"car_modification_2292";"";"";2028;62;1;3;12;101
2022-01-01;"car_manufacturer_97";"car_modification_2292";"";"";2089;95;0;0;5;120
2022-02-01;"car_manufacturer_97";"car_modification_2292";"";"";2125;55;0;2;6;81
2021-05-01;"car_manufacturer_97";"car_modification_2293";"";"";103;1;0;0;0;21
2021-06-01;"car_manufacturer_97";"car_modification_2293";"";"";86;4;0;0;1;17
2021-07-01;"car_manufacturer_97";"car_modification_2293";"";"";85;0;0;0;1;19
2021-08-01;"car_manufacturer_97";"car_modification_2293";"";"";84;1;0;0;0;7
2021-09-01;"car_manufacturer_97";"car_modification_2293";"";"";96;12;0;0;0;12
2021-10-01;"car_manufacturer_97";"car_modification_2293";"";"";98;3;0;0;0;26
2021-11-01;"car_manufacturer_97";"car_modification_2293";"";"";98;0;0;0;0;12
2021-12-01;"car_manufacturer_97";"car_modification_2293";"";"";102;5;0;0;0;4
2022-01-01;"car_manufacturer_97";"car_modification_2293";"";"";119;19;0;0;0;15
2022-02-01;"car_manufacturer_97";"car_modification_2293";"";"";143;25;0;0;0;5
2021-05-01;"car_manufacturer_97";"car_modification_2294";"";"";1986;19;0;0;1;45
2021-06-01;"car_manufacturer_97";"car_modification_2294";"";"";1942;11;0;0;3;21
2021-07-01;"car_manufacturer_97";"car_modification_2294";"";"";1970;35;0;0;3;101
2021-08-01;"car_manufacturer_97";"car_modification_2294";"";"";1974;13;0;0;2;25
2021-09-01;"car_manufacturer_97";"car_modification_2294";"";"";1994;24;1;3;3;38
2021-10-01;"car_manufacturer_97";"car_modification_2294";"";"";2070;82;0;0;2;61
2021-11-01;"car_manufacturer_97";"car_modification_2294";"";"";2221;156;0;1;5;67
2021-12-01;"car_manufacturer_97";"car_modification_2294";"";"";2220;11;0;0;6;62
2022-01-01;"car_manufacturer_97";"car_modification_2294";"";"";2235;29;0;0;1;30
2022-02-01;"car_manufacturer_97";"car_modification_2294";"";"";2266;39;0;0;1;37
2021-05-01;"car_manufacturer_97";"car_modification_2295";"";"";6232;132;4;5;13;348
2021-06-01;"car_manufacturer_97";"car_modification_2295";"";"";5409;82;1;2;26;318
2021-07-01;"car_manufacturer_97";"car_modification_2295";"";"";5536;180;3;8;17;285
2021-08-01;"car_manufacturer_97";"car_modification_2295";"";"";5580;91;3;3;27;335
2021-09-01;"car_manufacturer_97";"car_modification_2295";"";"";5930;422;5;9;32;424
2021-10-01;"car_manufacturer_97";"car_modification_2295";"";"";6200;343;3;3;31;452
2021-11-01;"car_manufacturer_97";"car_modification_2295";"";"";6244;116;0;0;30;478
2021-12-01;"car_manufacturer_97";"car_modification_2295";"";"";6564;408;13;19;29;310
2022-01-01;"car_manufacturer_97";"car_modification_2295";"";"";6774;303;3;5;47;361
2022-02-01;"car_manufacturer_97";"car_modification_2295";"";"";6935;276;4;4;25;279
2021-05-01;"car_manufacturer_97";"car_modification_2296";"";"";287;1;0;0;1;37
2021-06-01;"car_manufacturer_97";"car_modification_2296";"";"";272;0;0;0;1;24
2021-07-01;"car_manufacturer_97";"car_modification_2296";"";"";272;2;0;0;0;24
2021-08-01;"car_manufacturer_97";"car_modification_2296";"";"";274;3;0;0;0;22
2021-09-01;"car_manufacturer_97";"car_modification_2296";"";"";279;6;0;0;0;22
2021-10-01;"car_manufacturer_97";"car_modification_2296";"";"";279;0;0;0;1;39
2021-11-01;"car_manufacturer_97";"car_modification_2296";"";"";281;5;0;0;2;26
2021-12-01;"car_manufacturer_97";"car_modification_2296";"";"";284;5;0;0;1;41
2022-01-01;"car_manufacturer_97";"car_modification_2296";"";"";307;25;0;0;0;106
2022-02-01;"car_manufacturer_97";"car_modification_2296";"";"";313;9;0;0;1;53
2021-05-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";2;0;0;0;0;9
2021-06-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";2;0;0;0;0;5
2021-07-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";3;1;0;0;0;4
2021-08-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";4;1;0;0;0;1
2021-09-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";8;4;0;0;0;3
2021-10-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";16;8;0;0;0;9
2021-11-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";16;0;0;0;0;5
2021-12-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";15;0;0;0;0;0
2022-01-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";15;0;0;0;0;3
2022-02-01;"car_manufacturer_97";"car_modification_2297";"2003";"2005";15;0;0;0;0;1
2021-05-01;"car_manufacturer_97";"car_modification_2298";"";"";0;0;0;0;0;30
2021-06-01;"car_manufacturer_97";"car_modification_2298";"";"";0;0;0;0;0;23
2021-07-01;"car_manufacturer_97";"car_modification_2298";"";"";0;0;0;0;0;19
2021-08-01;"car_manufacturer_97";"car_modification_2298";"";"";0;0;0;0;0;37
2021-09-01;"car_manufacturer_97";"car_modification_2298";"";"";0;0;0;0;0;26
2021-10-01;"car_manufacturer_97";"car_modification_2298";"";"";2;2;0;0;0;30
2021-11-01;"car_manufacturer_97";"car_modification_2298";"";"";4;2;0;0;0;25
2021-12-01;"car_manufacturer_97";"car_modification_2298";"";"";9;5;0;0;0;9
2022-01-01;"car_manufacturer_97";"car_modification_2298";"";"";12;3;0;0;0;27
2022-02-01;"car_manufacturer_97";"car_modification_2298";"";"";12;0;0;0;0;17
2021-05-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;10
2021-06-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;3
2021-07-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;4
2021-08-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;2
2021-09-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;4
2021-10-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;9
2021-11-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;2
2021-12-01;"car_manufacturer_97";"car_modification_2299";"";"";0;0;0;0;0;0
2022-01-01;"car_manufacturer_97";"car_modification_2299";"";"";5;5;0;0;0;8
2022-02-01;"car_manufacturer_97";"car_modification_2299";"";"";5;0;0;0;0;0
2021-05-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;0
2021-06-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;0
2021-07-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;0
2021-08-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;1
2021-09-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;3
2021-10-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;9
2021-11-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;2
2021-12-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;0
2022-01-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;5
2022-02-01;"car_manufacturer_97";"car_modification_2300";"2011";"2017";0;0;0;0;0;0
2021-05-01;"car_manufacturer_97";"car_modification_2301";"";"";7;0;0;0;0;7
2021-06-01;"car_manufacturer_97";"car_modification_2301";"";"";7;0;0;0;0;7
2021-07-01;"car_manufacturer_97";"car_modification_2301";"";"";7;0;0;0;0;11
2021-08-01;"car_manufacturer_97";"car_modification_2301";"";"";9;2;0;0;0;5
2021-09-01;"car_manufacturer_97";"car_modification_2301";"";"";9;0;0;0;0;4
2021-10-01;"car_manufacturer_97";"car_modification_2301";"";"";9;0;0;0;0;12
2021-11-01;"car_manufacturer_97";"car_modification_2301";"";"";9;0;0;0;0;4
2021-12-01;"car_manufacturer_97";"car_modification_2301";"";"";10;1;0;0;0;2
2022-01-01;"car_manufacturer_97";"car_modification_2301";"";"";11;1;0;0;0;6
2022-02-01;"car_manufacturer_97";"car_modification_2301";"";"";11;0;0;0;0;1
2021-05-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";2;0;0;0;0;16
2021-06-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";2;0;0;0;0;8
2021-07-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";2;0;0;0;0;6
2021-08-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";2;0;0;0;0;14
2021-09-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";2;0;0;0;0;11
2021-10-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";2;0;0;0;0;8
2021-11-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";4;2;0;0;0;8
2021-12-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";4;0;0;0;0;5
2022-01-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";4;0;0;0;0;7
2022-02-01;"car_manufacturer_97";"car_modification_2302";"1991";"1999";15;11;0;0;0;8
2021-05-01;"car_manufacturer_97";"car_modification_2303";"";"";3;0;0;0;0;9
2021-06-01;"car_manufacturer_97";"car_modification_2303";"";"";3;0;0;0;0;7
2021-07-01;"car_manufacturer_97";"car_modification_2303";"";"";3;0;0;0;0;5
2021-08-01;"car_manufacturer_97";"car_modification_2303";"";"";4;1;0;0;0;4
2021-09-01;"car_manufacturer_97";"car_modification_2303";"";"";4;0;0;0;0;3
2021-10-01;"car_manufacturer_97";"car_modification_2303";"";"";3;0;0;0;0;4
2021-11-01;"car_manufacturer_97";"car_modification_2303";"";"";5;2;0;0;0;3
2021-12-01;"car_manufacturer_97";"car_modification_2303";"";"";5;0;0;0;0;0
2022-01-01;"car_manufacturer_97";"car_modification_2303";"";"";5;0;0;0;0;9
2022-02-01;"car_manufacturer_97";"car_modification_2303";"";"";5;0;0;0;0;3
2021-05-01;"car_manufacturer_97";"car_modification_2304";"";"";31;1;0;0;0;51
2021-06-01;"car_manufacturer_97";"car_modification_2304";"";"";32;3;0;0;0;43
2021-07-01;"car_manufacturer_97";"car_modification_2304";"";"";32;0;0;0;0;42
2021-08-01;"car_manufacturer_97";"car_modification_2304";"";"";32;0;0;0;0;29
2021-09-01;"car_manufacturer_97";"car_modification_2304";"";"";41;9;0;0;0;35
2021-10-01;"car_manufacturer_97";"car_modification_2304";"";"";50;10;0;0;0;50
2021-11-01;"car_manufacturer_97";"car_modification_2304";"";"";55;5;0;0;0;46
2021-12-01;"car_manufacturer_97";"car_modification_2304";"";"";58;4;0;0;0;14
2022-01-01;"car_manufacturer_97";"car_modification_2304";"";"";56;1;0;0;1;42
2022-02-01;"car_manufacturer_97";"car_modification_2304";"";"";170;115;1;1;1;31
2021-05-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";0;0;0;0;0;0
2021-06-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";0;0;0;0;0;0
2021-07-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";0;0;0;0;0;17
2021-08-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";0;0;0;0;0;9
2021-09-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";0;0;0;0;0;9
2021-10-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";2;2;0;0;0;16
2021-11-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";4;2;0;0;0;7
2021-12-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";4;0;0;0;0;0
2022-01-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";3;1;0;0;0;5
2022-02-01;"car_manufacturer_97";"car_modification_2305";"1990";"1995";3;0;0;0;0;4
2021-05-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";0;0;0;0;0;0
2021-06-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";0;0;0;0;0;0
2021-07-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";0;0;0;0;0;16
2021-08-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";0;0;0;0;0;10
2021-09-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";0;0;0;0;0;18
2021-10-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";0;0;0;0;0;28
2021-11-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";1;1;0;0;0;22
2021-12-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";1;0;0;0;0;1
2022-01-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";5;4;0;0;0;17
2022-02-01;"car_manufacturer_97";"car_modification_2306";"1995";"2000";5;0;0;0;0;6
2021-05-01;"car_manufacturer_97";"car_modification_2307";"";"";48;0;0;0;0;15
2021-06-01;"car_manufacturer_97";"car_modification_2307";"";"";41;0;0;0;0;15
2021-07-01;"car_manufacturer_97";"car_modification_2307";"";"";41;0;0;0;0;15
2021-08-01;"car_manufacturer_97";"car_modification_2307";"";"";44;3;0;0;0;9
2021-09-01;"car_manufacturer_97";"car_modification_2307";"";"";45;2;0;0;0;14
2021-10-01;"car_manufacturer_97";"car_modification_2307";"";"";44;0;0;0;0;22
2021-11-01;"car_manufacturer_97";"car_modification_2307";"";"";43;0;0;0;0;28
2021-12-01;"car_manufacturer_97";"car_modification_2307";"";"";42;0;0;0;0;6
2022-01-01;"car_manufacturer_97";"car_modification_2307";"";"";42;0;0;0;0;16
2022-02-01;"car_manufacturer_97";"car_modification_2307";"";"";42;0;0;0;0;10
2021-05-01;"car_manufacturer_98";"car_modification_2308";"";"";1386;0;0;0;0;31
2021-06-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;1;0;0;0;2
2021-07-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;3
2021-08-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;6
2021-09-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;2
2021-10-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;5
2021-11-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;3
2021-12-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;2
2022-01-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;4
2022-02-01;"car_manufacturer_98";"car_modification_2308";"";"";1066;0;0;0;0;0
2021-05-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;12
2021-06-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;6
2021-07-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;11
2021-08-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;6
2021-09-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;2
2021-10-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;8
2021-11-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;5
2021-12-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";0;0;0;0;0;0
2022-01-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";1;1;0;0;0;7
2022-02-01;"car_manufacturer_98";"car_modification_2309";"2004";"2006";1;0;0;0;0;2
2021-05-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4448;88;1;1;27;332
2021-06-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4062;194;4;8;15;371
2021-07-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4140;117;4;5;25;500
2021-08-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4234;135;2;3;34;355
2021-09-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4449;273;0;5;21;352
2021-10-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4621;236;3;6;26;509
2021-11-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4755;192;2;2;27;364
2021-12-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4881;202;2;7;22;377
2022-01-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";4936;173;1;1;32;449
2022-02-01;"car_manufacturer_98";"car_modification_2310";"1998";"2005";5164;316;5;8;30;313
2021-05-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";8062;419;15;22;75;1332
2021-06-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";7194;334;16;23;77;1620
2021-07-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";7238;173;8;9;90;1544
2021-08-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";7339;265;10;22;73;1470
2021-09-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";7849;672;18;32;74;1377
2021-10-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";8031;338;17;23;87;1436
2021-11-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";9054;1188;35;53;89;1422
2021-12-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";9466;666;22;33;97;1345
2022-01-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";10418;1271;34;51;93;1526
2022-02-01;"car_manufacturer_98";"car_modification_2311";"2003";"2007";11233;1040;58;70;117;1306
2021-05-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1490;28;1;2;16;595
2021-06-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1373;22;1;1;16;500
2021-07-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1401;57;1;2;8;528
2021-08-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1422;42;2;4;17;537
2021-09-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1478;101;4;7;18;569
2021-10-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1511;77;4;7;15;556
2021-11-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1645;159;8;12;40;492
2021-12-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1869;297;2;5;15;401
2022-01-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1956;133;2;4;20;665
2022-02-01;"car_manufacturer_98";"car_modification_2312";"2008";"2016";1973;139;3;5;19;513
2021-05-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;13
2021-06-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;6
2021-07-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;8
2021-08-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;11
2021-09-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;9
2021-10-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;10
2021-11-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;4
2021-12-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;1
2022-01-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;12
2022-02-01;"car_manufacturer_98";"car_modification_2313";"";"";0;0;0;0;0;1
2021-05-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";9330;177;3;6;46;847
2021-06-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";8366;189;1;1;52;710
2021-07-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";8596;313;5;9;49;1052
2021-08-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";8721;209;2;4;41;742
2021-09-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";9313;669;17;28;61;752
2021-10-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";9674;475;5;8;55;912
2021-11-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";10067;515;12;15;74;859
2021-12-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";10252;370;4;8;59;862
2022-01-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";10479;372;8;10;72;966
2022-02-01;"car_manufacturer_98";"car_modification_2314";"1998";"2005";10635;338;7;9;48;653
2021-05-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";1897;142;6;7;24;536
2021-06-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";1743;72;1;3;25;418
2021-07-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";1881;176;8;14;27;457
2021-08-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";1994;151;2;4;34;386
2021-09-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";2078;150;1;5;25;1133
2021-10-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";2278;251;8;9;22;521
2021-11-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";2303;87;4;7;23;612
2021-12-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";2327;83;6;13;23;264
2022-01-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";2491;230;3;4;44;492
2022-02-01;"car_manufacturer_98";"car_modification_2315";"2006";"2010";2503;145;2;5;21;615
2021-05-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";160;0;0;0;0;73
2021-06-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";151;1;0;0;0;64
2021-07-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";171;21;0;0;1;57
2021-08-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";169;0;0;0;0;63
2021-09-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";273;105;1;1;1;82
2021-10-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";316;46;0;0;0;82
2021-11-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";371;57;0;1;1;58
2021-12-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";418;55;0;0;1;181
2022-01-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";437;32;0;0;0;112
2022-02-01;"car_manufacturer_98";"car_modification_2316";"2010";"2016";440;12;0;0;1;72
2021-05-01;"car_manufacturer_98";"car_modification_2317";"";"";4;0;0;0;0;13
